X,Y,Z,ID,TOF,TIME
-3.8208,-10.2356,-0.8295,0,3020,218
-0.5942,-5.2400,1.0205,1,1204,365
-0.4379,-5.7150,0.8432,2,1235,515
0.1263,0.1517,1.8742,0,651,694
-0.7514,1.4404,1.6451,1,1202,841
-0.5716,2.0943,1.5282,2,1237,990
-1.3806,1.8765,0.8790,0,656,1170
-0.8670,1.2084,1.1192,1,1200,1318
-0.6685,1.9603,0.8468,2,1243,1468
-0.9279,1.8629,0.4836,1,650,1795
-0.9323,1.8482,0.4929,2,1237,1943
-0.9304,1.8503,0.4930,0,649,2122
-0.5629,1.2917,0.7549,1,1205,2271
-0.4073,1.7425,0.5440,0,1240,2598
-0.2518,1.4502,0.6779,1,1207,2747
-0.1606,1.6617,0.5780,2,1240,2895
-0.2560,1.5302,0.2506,0,654,3076
-0.1424,1.3114,0.3789,1,1197,3223
-0.0697,1.4606,0.2920,0,1238,3552
-0.0323,1.3840,0.3385,1,1207,3700
0.0022,1.4557,0.2995,2,1244,3850
-0.0054,1.4312,0.2464,0,651,4028
0.0227,1.3730,0.2821,1,1206,4177
2.5507,6.2419,-2.6251,2,3042,4326
1.0832,3.6590,0.6050,0,654,4504
1.2188,2.0200,1.0865,1,1204,4653
0.7541,1.3926,1.2728,2,1238,4800
0.9925,0.8550,0.7150,0,653,4980
0.8371,1.6448,0.2805,1,1207,5129
0.5418,1.2270,0.5128,2,1238,5276
0.5544,1.1491,0.3906,0,649,5456
0.4515,1.4762,0.1921,1,1203,5605
0.3119,1.2575,0.3264,2,1235,5752
0.3138,1.2447,0.3029,0,653,5933
0.2526,1.4018,0.2055,1,1200,6081
0.1997,1.3139,0.2600,2,1242,6231
0.2014,1.3155,0.2632,0,655,6409
0.1698,1.3923,0.2193,1,1204,6558
0.1342,1.3332,0.2580,2,1238,6708
0.1366,1.3350,0.2618,0,654,6886
0.1191,1.3826,0.2342,1,1205,7033
0.1103,1.3687,0.2424,2,1245,7183
0.1123,1.3724,0.2491,0,653,7362
0.1150,1.3634,0.2541,1,1198,7510
0.1160,1.3677,0.2542,2,1243,7658
0.1167,1.3679,0.2514,0,653,7838
0.1227,1.3593,0.2591,1,1195,7987
0.1172,1.3502,0.2665,2,1238,8134
0.1187,1.3569,0.2787,0,647,8314
0.1049,1.3854,0.2623,1,1203,8464
0.0945,1.3645,0.2766,2,1237,8612
0.0932,1.3522,0.2512,0,656,8791
0.0909,1.3634,0.2450,1,1201,8940
0.0975,1.3772,0.2381,2,1245,9088
0.0960,1.3696,0.2223,0,661,9267
0.0948,1.3785,0.2167,1,1208,9415
0.0876,1.3661,0.2227,2,1244,9564
0.0903,1.3718,0.2338,0,658,9743
0.0926,1.3648,0.2375,1,1203,9891
0.0803,1.3412,0.2534,2,1233,10041
0.0839,1.3508,0.2709,0,651,10220
0.0663,1.3950,0.2449,1,1211,10368
0.0606,1.3810,0.2548,2,1240,10517
0.0599,1.3784,0.2453,0,655,10696
0.0604,1.3812,0.2441,1,1209,10846
0.0549,1.3783,0.2479,2,1239,10994
0.0584,1.3887,0.2690,0,648,11172
0.0698,1.3634,0.2828,1,1198,11321
0.0833,1.3917,0.2654,2,1244,11469
0.0820,1.3792,0.2377,0,656,11649
0.0884,1.3689,0.2457,1,1203,11797
0.0775,1.3480,0.2602,2,1234,11944
0.0794,1.3530,0.2709,0,651,12125
0.0731,1.3703,0.2639,1,1202,12273
0.0619,1.3474,0.2767,0,1229,12601
0.0567,1.3620,0.2680,1,1202,12749
0.0577,1.3676,0.2671,2,1235,12898
0.0577,1.3627,0.2542,0,655,13077
0.0657,1.3470,0.2623,1,1198,13227
0.0776,1.3682,0.2505,0,1240,13554
0.0814,1.3662,0.2515,1,1202,13703
