X,Y,Z,ID,TOF,TIME
-3.8024,4.7438,7.4841,2,2925,458
-1.4777,3.3935,4.5463,0,906,635
0.0459,0.7100,3.3859,0,946,1113
0.0602,0.6849,3.3751,1,937,1260
0.6036,1.4972,3.7209,0,1277,1589
0.7600,0.9354,3.4792,1,938,1737
1.0110,1.2295,3.6006,2,1275,1885
1.4558,0.4972,4.4872,0,906,2065
1.4609,0.4461,4.4400,0,943,2541
1.4604,0.4612,4.4539,2,949,2839
1.4701,0.4412,4.4780,0,915,3017
1.4707,0.4210,4.4603,1,942,3166
1.3600,0.3390,4.3811,0,1271,3493
1.3540,0.4227,4.4617,0,944,3970
1.3546,0.4152,4.4547,0,941,4447
0.9294,5.6471,9.3839,0,3042,4923
1.3548,0.4128,4.4524,1,940,5071
1.3195,0.3829,4.4244,0,1276,5399
1.3176,0.4269,4.4688,1,947,5549
1.2702,0.3901,4.4326,0,1268,5875
1.2701,0.4138,4.4562,2,943,6172
1.2818,0.3851,4.4884,0,909,6351
1.2827,0.3871,4.4909,1,944,6500
1.2944,0.3974,4.4997,0,1284,6828
1.2960,0.3879,4.4885,0,943,7304
1.2957,0.3904,4.4909,1,944,7453
1.2801,0.3785,4.4814,0,1276,7781
1.2786,0.3945,4.4980,0,947,8257
1.2773,0.4067,4.5099,0,952,8733
1.2786,0.3945,4.4980,0,947,9209
1.2801,0.3822,4.4861,0,942,9686
1.2789,0.3920,4.4956,0,946,10162
1.2789,0.3920,4.4956,0,946,10638
1.2786,0.3945,4.4980,1,947,10786
1.2670,0.3873,4.4901,2,1276,10935
1.2683,0.3808,4.4995,0,911,11115
1.2695,0.3831,4.4997,1,945,11262
1.2763,0.3857,4.5059,0,1280,11591
1.2798,0.3782,4.4982,1,943,11740
1.2641,0.3651,4.4857,0,1271,12067
1.2624,0.3847,4.5045,0,947,12544
1.2633,0.3774,4.4974,0,944,13020
1.2642,0.3701,4.4902,2,941,13317
1.2601,0.3791,4.4779,0,906,13496
1.2598,0.3928,4.4900,0,945,13972
1.2589,0.4002,4.4971,1,948,14120
1.2446,0.3887,4.4875,0,1272,14449
1.2446,0.4067,4.5066,0,952,14925
1.2477,0.3822,4.4829,0,942,15401
1.2471,0.3871,4.4876,1,944,15550
1.2444,0.3851,4.4840,2,1270,15698
1.2485,0.3736,4.4971,0,910,15878
1.2475,0.3994,4.5221,1,953,16025
1.2569,0.4088,4.5288,0,1283,16354
1.2639,0.3725,4.4926,1,942,16502
1.2691,0.3767,4.4971,0,1275,16830
1.2712,0.3652,4.4886,0,939,17306
1.2680,0.3921,4.5149,1,950,17931
1.2513,0.3775,4.5023,0,1273,18259
1.2554,0.3595,4.4863,2,938,18556
1.2447,0.3828,4.4601,0,900,18736
1.2477,0.3705,4.4464,0,932,19212
1.0000,1.0000,1.0000,1,940,19361
1.0000,1.0000,1.0000,0,1272,20164
1.0000,1.0000,1.0000,1,937,20313
1.0000,1.0000,1.0000,0,1279,20640
1.0000,1.0000,1.0000,1,2302,20789
1.1402,1.1545,0.9344,0,1282,21117
1.1601,1.0251,0.9920,1,943,21266
1.2124,1.0767,0.9703,2,1277,21415
1.6891,0.3909,0.2728,0,902,21594
1.6965,0.5224,0.1610,1,940,21742
1.4677,0.3574,0.3047,0,1274,22070
1.4636,0.5491,0.1410,0,949,22546
1.4635,0.5517,0.1388,1,950,22693
5.4174,3.6604,-2.5116,0,2984,23022
3.0571,0.2557,0.3878,0,946,23498
3.0523,0.2488,0.3936,0,943,23974
3.0539,0.2511,0.3917,0,944,24451
3.0619,0.2627,0.3819,0,949,24928
3.0619,0.2627,0.3819,1,949,25076
2.0461,-0.2080,0.7831,0,1276,25404
2.2474,0.4880,0.1920,0,948,25880
2.2511,0.5007,0.1811,0,953,26356
2.2503,0.4982,0.1833,0,952,26832
2.2496,0.4956,0.1855,1,951,26982
1.7127,0.1646,0.4681,2,1279,27131
1.6952,0.1912,0.4886,0,904,27309
1.7211,0.5772,0.1692,0,951,27785
1.7198,0.5587,0.1844,0,944,28261
1.7206,0.5692,0.1757,0,948,28738
1.7213,0.5798,0.1670,0,952,29214
1.7208,0.5719,0.1735,0,949,29690
1.7200,0.5613,0.1823,0,945,30167
1.7217,0.5851,0.1626,0,954,30643
1.7197,0.5561,0.1866,0,943,31119
1.7213,0.5798,0.1670,0,952,31595
