X,Y,Z,ID,TOF,TIME
1.6037,-1.6185,2.3144,0,94,434
2.4658,2.9289,3.3044,1,1475,582
2.0453,2.4368,3.1962,2,1699,732
1.8196,2.4232,3.0710,0,495,911
1.8547,3.0469,3.1861,1,1480,1058
1.6510,2.7601,3.1326,2,1700,1207
1.6798,2.7685,3.1515,0,488,1387
1.6862,3.0183,3.2000,1,1470,1536
1.5289,2.7907,3.1554,2,1688,1684
1.6311,2.8290,3.2323,0,495,1863
1.6312,3.0351,3.2710,1,1478,2012
1.4977,2.8305,3.2295,2,1696,2159
1.5492,2.8518,3.2729,0,486,2339
1.5450,3.0149,3.3044,1,1475,2487
1.4395,2.8596,3.2702,2,1696,2635
1.4918,2.8840,3.3173,0,485,2816
1.4945,2.9998,3.3426,1,1472,2964
1.3939,2.8458,3.3053,2,1687,3112
1.4743,2.8839,3.3845,0,494,3293
1.4745,2.9713,3.4051,1,1468,3439
1.4064,2.8624,3.3756,2,1697,3590
1.4281,2.8729,3.3986,0,487,3769
1.4288,2.9829,3.4242,1,1473,3917
1.3639,2.8829,3.3982,2,1696,4067
1.4075,2.9048,3.4469,0,496,4245
1.4083,2.9828,3.4620,1,1476,4395
1.3357,2.8659,3.4289,2,1690,4542
1.3786,2.8878,3.4792,0,496,4721
1.3784,2.9594,3.4941,1,1472,4869
1.3272,2.8801,3.4731,2,1695,5017
1.3353,2.8851,3.4838,0,489,5197
1.3325,2.9643,3.5017,1,1475,5346
1.2853,2.8919,3.4818,2,1691,5493
1.3057,2.9042,3.5090,0,491,5673
1.3075,2.9526,3.5202,1,1473,5822
1.2644,2.8862,3.5036,2,1689,5971
1.2877,2.8997,3.5344,0,493,6151
1.2868,2.9524,3.5481,1,1476,6299
1.2627,2.9177,3.5393,2,1698,6448
1.2489,2.9089,3.5220,0,485,6627
1.2471,2.9442,3.5294,1,1472,6775
1.2238,2.9094,3.5151,2,1689,6924
1.2470,2.9239,3.5487,0,492,7103
1.2457,2.9623,3.5558,1,1479,7250
1.1967,2.8836,3.5315,2,1680,7399
1.2123,2.8923,3.5552,0,485,7579
