X,Y,Z,ID,TOF,TIME
4.6034,7.3366,4.0443,0,2895,205
2.4187,0.7186,2.7604,1,827,353
-1.6042,-1.8689,2.2692,2,32,500
-0.7528,-0.0207,2.2612,0,758,681
-0.6416,-0.1139,2.2584,1,829,829
3.2251,6.5417,2.2580,2,2858,977
1.8017,4.4741,2.2560,0,756,1158
1.6593,0.9263,2.2499,1,833,1307
-1.6073,-1.8526,2.2579,2,34,1457
-0.7479,0.0036,2.2560,0,751,1634
-0.6195,-0.1034,2.2555,1,826,1782
1.8603,4.0995,2.2510,2,2041,1932
2.0235,4.2874,2.2509,0,752,2110
1.7590,0.8796,2.2470,1,821,2258
-1.6268,-1.8718,2.2578,0,26,2586
-1.3025,-1.8795,2.2555,1,831,2735
-1.5837,-1.9142,2.2573,2,33,2883
-0.7123,0.0152,2.2560,0,744,3062
-0.6075,-0.0741,2.2555,1,829,3211
3.0005,6.0727,2.2487,0,2706,3539
2.0499,0.8604,2.2470,1,827,3688
6.3860,4.0882,2.2379,2,2938,3836
2.7806,3.0459,2.2509,0,743,4016
2.2278,0.8202,2.2470,1,826,4164
-1.6005,-1.8612,2.2578,0,34,4492
-1.2956,-1.8683,2.2555,1,829,4639
-1.5841,-1.9114,2.2573,2,33,4789
-3.9544,-7.1654,2.2560,0,3042,4968
-0.5013,-3.8753,2.2498,1,824,5116
2.8124,-9.2865,2.2321,2,2518,5266
0.8691,-0.1759,2.2509,0,750,5444
0.5242,0.7221,2.2527,1,829,5592
0.0062,0.1030,2.2554,2,773,5739
-0.0359,-0.2008,2.2560,0,749,5920
-4.3843,4.5460,2.2734,1,2561,6070
-1.7393,-1.8235,2.2582,0,33,6396
1.0000,1.0000,1.0000,1,818,6546
1.0000,1.0000,1.0000,2,34,6694
1.0000,1.0000,1.0000,0,752,6874
1.0000,1.0000,1.0000,1,819,7021
1.0000,1.0000,1.0000,0,34,7350
1.0667,0.6513,1.1481,1,830,7497
-1.6142,-1.8517,2.2252,2,34,7647
-0.7534,0.0000,2.2405,0,753,7826
-0.6200,-0.1135,2.2414,1,824,7973
0.7338,2.1693,2.2247,2,1389,8122
9.9020,-1.7397,1.5152,0,3042,8302
4.3879,-1.8651,1.9984,0,833,8778
4.3777,-1.8654,1.9993,1,830,8928
3.0258,-1.8807,2.0595,2,1378,9075
1.7209,0.1653,2.1553,0,753,9254
1.7804,0.8944,2.1250,1,827,9402
-1.6082,-1.8567,2.2547,2,33,9550
-0.7467,0.0005,2.2560,0,752,9731
-0.6250,-0.1041,2.2555,1,827,9879
-0.0021,0.9577,2.2547,2,976,10027
