X,Y,Z,ID,TOF,TIME
0.5255,0.2221,1.0898,0,772,178
0.2971,0.7040,0.8305,1,945,327
3.1210,4.4281,-1.1852,2,2535,477
2.1569,3.7047,0.0071,0,934,654
1.8681,1.0575,1.0612,1,942,803
-1.6298,-1.8726,2.2358,0,26,1131
-1.6691,-1.8733,2.2374,1,938,1278
-1.6488,-1.8318,2.2218,0,33,1607
-1.6862,-1.8310,2.2244,1,943,1755
-1.1972,3.0598,0.5282,2,1547,1903
-1.6874,3.2884,-0.0240,0,931,2083
-0.0580,0.6636,1.1187,1,948,2231
1.0789,2.4674,0.3267,2,1618,2379
1.4730,2.5335,-0.6978,0,925,2560
1.5028,0.7810,0.4605,1,947,2708
0.9369,0.2992,0.7782,2,1095,2856
1.0780,-0.1839,0.4280,0,935,3036
0.9569,0.2691,-0.0438,1,942,3184
2.0161,1.1461,-0.9611,2,1691,3333
1.7270,1.3522,-0.4065,0,923,3512
1.6836,0.5740,0.2222,1,940,3660
-1.6166,-1.8693,2.2103,2,32,3810
-1.0115,-0.5657,2.2272,0,934,3988
-1.3139,-0.4046,2.2276,1,945,4135
-1.6693,-1.8217,2.2559,2,32,4285
-1.0502,-0.5403,2.2560,0,932,4465
-1.2864,-0.4143,2.2566,1,937,4613
-1.6665,-1.8188,2.2580,2,33,4761
-1.0472,-0.5341,2.2560,0,930,4941
-1.2893,-0.4046,2.2567,1,939,5090
-1.1354,0.1793,2.2580,2,636,5237
-1.4703,-0.3119,2.2560,0,936,5417
-1.3046,-0.4013,2.2535,1,943,5566
-1.6679,-1.8184,2.2578,2,33,5713
-1.0428,-0.5248,2.2560,0,927,5894
-1.3132,-0.3802,2.2568,1,948,6042
-1.2992,-0.3243,2.2580,2,482,6191
-1.3186,-0.3573,2.2560,0,923,6370
-1.2854,-0.3771,2.2535,1,942,6517
-0.8231,1.3787,2.2512,2,998,6667
-2.1269,0.2951,2.2464,0,933,6846
-1.2234,-0.2540,2.2470,1,944,6994
0.3229,5.2389,2.2133,2,2172,7144
0.3244,5.5404,2.2111,0,934,7323
1.0220,1.2747,2.2340,1,947,7472
-1.6228,-1.8417,2.2574,2,33,7620
-1.0066,-0.5282,2.2560,0,924,7799
-1.2974,-0.3705,2.2567,1,946,7948
-1.6672,-1.8151,2.2580,2,34,8095
-1.0487,-0.5340,2.2560,0,931,8275
-1.3074,-0.3948,2.2567,1,945,8423
-0.2254,3.8884,2.2580,2,1750,8571
-0.7485,5.3417,2.2592,0,931,8752
0.5777,1.1447,2.2502,1,940,8900
-0.3656,-0.1294,2.2535,0,653,9228
-0.8147,0.2923,2.2535,1,945,9376
-0.6862,0.6212,2.2553,2,800,9526
