X,Y,Z,ID,TOF,TIME
0.9201,-3.5501,1.8262,2,522,417
1.0409,-4.8156,1.7366,0,2103,598
1.2366,-3.6980,1.9350,1,532,745
0.6857,-3.3649,1.9980,2,815,892
0.7721,-4.8209,1.9328,0,2094,1074
1.0814,-3.6666,2.0587,1,528,1222
0.6544,-3.3977,2.0913,2,810,1370
0.5119,-0.8880,2.1654,0,943,1550
0.2791,-0.6531,2.1480,1,525,1699
0.6264,-0.4305,2.1307,2,807,1847
1.0849,-4.8296,1.9383,0,2105,2026
1.2638,-3.7098,2.0583,1,529,2173
0.6765,-3.3543,2.0998,2,809,2322
0.5268,-0.8643,2.1692,0,937,2502
0.2835,-0.6099,2.1519,1,533,2651
0.6185,-0.3878,2.1355,2,812,2800
0.6643,-0.8446,2.1181,0,935,2978
0.4012,-0.5219,2.0813,1,531,3126
0.6016,-0.3880,2.0665,2,809,3275
1.0340,-4.8190,1.7653,0,2104,3456
1.2359,-3.6832,1.9560,1,527,3604
0.6737,-3.3459,2.0138,2,809,3751
0.7600,-4.8585,1.9528,0,2105,3932
1.0831,-3.6552,2.0745,1,524,4080
0.6514,-3.3885,2.1028,2,808,4229
0.5098,-0.8504,2.1729,0,932,4408
0.2888,-0.6191,2.1579,1,530,4555
0.6325,-0.3924,2.1407,2,814,4703
1.1093,-4.7887,1.9617,0,2093,4884
1.2757,-3.7049,2.0699,1,527,5031
0.6703,-3.3417,2.1089,2,805,5180
0.5248,-0.8848,2.1751,0,943,5360
0.2977,-0.6521,2.1594,1,521,5509
5.5473,2.7056,1.9049,2,2511,5657
7.4873,2.8361,1.7743,0,2096,5836
2.9593,-0.7936,2.1361,1,530,5985
1.0151,-1.2691,2.1882,2,814,6133
0.9254,-0.7992,2.1985,0,932,6312
0.6741,-0.3385,2.1799,1,529,6462
0.6214,-0.3756,2.1826,2,814,6609
0.6722,-0.8614,2.1723,0,939,6789
0.4026,-0.5325,2.1494,1,527,6937
0.6384,-0.3745,2.1372,2,819,7085
1.1351,-4.8190,1.9457,0,2104,7266
1.2918,-3.7202,2.0612,1,531,7413
0.7028,-3.3656,2.1011,2,817,7561
0.9212,-6.8077,2.0083,0,2675,7742
1.3151,-3.7345,2.1594,1,532,7889
0.7056,-3.3684,2.1795,2,817,8038
0.7934,-4.8175,2.1627,0,2093,8218
1.0878,-3.6892,2.1960,1,531,8367
