X,Y,Z,ID,TOF,TIME
-2.4551,3.3457,1.8689,1,1934,143
-2.3686,2.7473,1.9169,0,1381,472
-3.8947,4.5741,1.7880,1,2478,619
-3.1983,2.5224,1.9378,2,1373,768
-2.2162,2.4708,2.0277,0,748,948
-3.9734,4.5258,1.9324,1,2479,1095
-3.2709,2.5358,2.0350,0,1383,1424
-4.6952,3.8525,1.9746,1,2482,1573
-3.8639,2.2476,2.0554,2,1374,1721
-2.4148,2.2822,2.1266,0,803,1900
-4.2734,4.2646,2.0769,1,2480,2049
-3.5189,2.4488,2.1346,2,1384,2197
-2.2119,2.4114,2.1770,0,743,2376
-4.0249,4.5021,2.1448,1,2483,2525
-3.2972,2.4988,2.1827,2,1373,2673
-2.2094,2.4496,2.2050,0,743,2852
-3.9819,4.5258,2.1875,1,2479,3001
-3.2608,2.4986,2.2110,1,1370,3477
-3.9895,4.5600,2.1891,2,2008,3625
-1.9316,3.5021,2.2229,0,743,3806
-1.0451,2.1182,2.2326,1,1401,3954
-0.9470,2.7506,2.2296,0,1382,4282
-1.2955,3.4025,2.2289,1,1762,4430
-1.3460,2.7878,2.2344,2,1379,4579
-2.1378,2.9976,2.2253,0,746,4758
-3.5398,4.8744,2.2215,1,2479,4905
-2.9350,2.6530,2.2343,0,1384,5234
-4.3794,4.1235,2.2385,1,2471,5383
-3.6019,2.3732,2.2486,2,1372,5532
-2.2325,2.3605,2.2534,0,749,5710
-4.0579,4.4389,2.2555,1,2475,5859
-3.3421,2.5168,2.2580,2,1383,6007
-2.2231,2.4630,2.2560,0,747,6187
-3.9815,4.5068,2.2555,1,2475,6336
-3.2815,2.5438,2.2580,2,1384,6484
-2.2265,2.4837,2.2560,0,748,6663
-3.9734,4.5342,2.2555,1,2479,6811
-3.2675,2.5356,2.2580,2,1380,6961
-2.2299,2.4787,2.2560,0,749,7139
-3.9730,4.5153,2.2555,1,2475,7287
-3.2768,2.5438,2.2580,0,1384,7616
-4.6927,3.8502,2.2555,1,2481,7764
-3.8686,2.2614,2.2580,2,1377,7912
-2.4244,2.2903,2.2560,0,805,8092
-4.3007,4.2846,2.2555,1,2488,8240
-3.5191,2.4267,2.2580,2,1377,8388
-2.2256,2.3964,2.2560,0,747,8568
-1.4589,1.5148,2.2516,1,1333,8718
-1.3755,2.7707,2.2533,2,1374,8866
-2.1288,2.9602,2.2535,0,741,9044
-1.1921,1.7170,2.2516,1,1330,9193
-1.0537,2.7479,2.2533,0,1377,9521
-0.6825,2.0861,2.2516,1,1339,9669
-0.5419,2.6553,2.2533,2,1379,9817
-2.0519,3.1979,2.2509,0,740,9997
-1.0755,1.8064,2.2470,1,1331,10145
-0.9273,2.7222,2.2486,2,1375,10293
-2.1180,3.0830,2.2432,0,747,10473
-1.1506,1.7590,2.2470,1,1332,10621
-1.0049,2.7533,2.2485,2,1380,10769
-1.7067,2.9682,2.2453,0,623,10950
-0.9910,1.8921,2.2470,1,1337,11099
-0.8436,2.7013,2.2486,2,1373,11247
-2.0933,3.0847,2.2408,0,741,11426
-1.1469,1.7820,2.2424,1,1337,11576
-1.0084,2.7296,2.2392,2,1373,11725
-2.1191,3.0504,2.2253,0,745,11902
-1.1658,1.7581,2.2333,1,1335,12050
-1.0263,2.7364,2.2297,2,1375,12199
-2.0870,3.0443,2.2106,0,736,12379
-1.1359,1.7451,2.2243,1,1327,12527
-0.9880,2.7350,2.2155,0,1376,12855
-0.6425,2.0984,2.2241,1,1337,13003
-0.4993,2.6459,2.2202,2,1379,13152
-1.6511,3.0680,2.1714,0,617,13331
-0.9148,1.9218,2.1921,1,1333,13480
-0.7629,2.6858,2.1826,0,1374,13807
-0.4972,2.1565,2.1922,1,1332,13957
-0.3659,2.6113,2.1870,0,1380,14284
-0.2284,2.2925,2.1920,1,1336,14432
-0.1468,2.5306,2.1919,2,1377,14581
-1.6330,3.1187,1.9936,0,622,14760
-0.8984,1.9529,2.0541,1,1339,14908
-0.7467,2.6912,2.0171,2,1377,15057
-1.6342,2.9791,1.8222,0,617,15237
-0.9368,1.9047,1.9173,1,1335,15385
-0.7844,2.6865,1.8518,0,1377,15713
-0.5095,2.1443,1.8993,1,1334,15861
-0.3801,2.5971,1.8604,2,1380,16010
-1.4482,2.9811,1.2688,0,623,16189
-0.7953,1.9085,1.4852,1,1330,16338
-0.6357,2.5924,1.3492,2,1380,16486
-1.4760,2.8096,0.5621,0,736,16665
-0.8220,1.7811,0.9279,1,1340,16814
-0.6765,2.4047,0.7052,0,1376,17141
-0.4393,1.9492,0.8708,1,1333,17290
-0.3306,2.2950,0.7471,2,1368,17438
-0.5057,2.2836,0.3468,0,609,17617
-0.3081,1.8835,0.5311,1,1334,17766
-0.2173,2.1409,0.4166,2,1373,17915
-0.2750,2.1199,0.2217,0,623,18095
-0.1668,1.8766,0.3424,2,1338,18393
-0.1841,1.8598,0.2742,0,614,18571
-0.1734,1.8388,0.2857,2,1336,18868
-0.1748,1.8375,0.2796,0,613,19047
-0.1799,1.8483,0.2738,1,1341,19195
-0.1196,2.0082,0.1908,0,1376,19523
-0.0589,1.8709,0.2628,1,1336,19671
-0.0244,1.9553,0.2201,2,1369,19819
-0.0328,1.9473,0.1676,0,629,19999
-0.0051,1.8851,0.2002,1,1341,20148
0.0222,1.9486,0.1658,0,1380,20475
0.0510,1.8732,0.2093,1,1332,20625
0.0739,1.9232,0.1861,2,1376,20774
0.0716,1.9206,0.1656,0,627,20952
0.0832,1.8892,0.1849,1,1336,21101
0.0940,1.9119,0.1751,2,1377,21250
0.0954,1.9140,0.1835,0,621,21428
0.1059,1.8915,0.1956,2,1332,21725
0.1076,1.8935,0.2011,0,617,21905
0.1072,1.9001,0.1956,1,1335,22052
0.1024,1.8896,0.2013,2,1369,22200
0.1003,1.8855,0.1766,0,625,22381
0.1026,1.8863,0.1773,1,1335,22529
0.1043,1.8941,0.1749,2,1374,22677
0.1068,1.8984,0.1923,0,619,22857
0.0996,1.9201,0.1802,1,1342,23007
0.0927,1.9091,0.1861,2,1376,23155
0.0918,1.9070,0.1723,0,625,23333
0.1013,1.8823,0.1865,1,1332,23482
0.1135,1.9136,0.1691,2,1381,23631
0.1171,1.9168,0.1847,1,620,23958
0.1116,1.9044,0.1908,2,1376,24108
0.1143,1.9069,0.2002,0,616,24286
0.1185,1.8989,0.2032,1,1333,24434
0.1105,1.8821,0.2122,2,1368,24583
0.1108,1.8830,0.2132,0,614,24762
0.1015,1.9075,0.2032,1,1336,24910
0.1048,1.9194,0.1972,2,1378,25058
0.1025,1.9155,0.1701,0,625,25239
0.1064,1.9098,0.1741,1,1340,25388
0.0931,1.8849,0.1872,2,1369,25536
0.0929,1.8856,0.1865,0,622,25715
0.0924,1.8938,0.1849,2,1336,26011
0.0949,1.8977,0.2011,0,617,26191
0.0891,1.9116,0.1940,1,1339,26339
0.0893,1.9213,0.1893,2,1377,26488
0.0831,1.9102,0.1334,0,636,26668
0.0904,1.8925,0.1434,1,1342,26816
0.0880,1.8902,0.1436,2,1376,26966
0.0902,1.8956,0.1611,0,629,27144
0.1013,1.8732,0.1728,1,1332,27291
0.1043,1.8847,0.1655,2,1374,27440
0.1024,1.8790,0.1345,0,637,27620
0.1050,1.8783,0.1375,1,1337,27769
0.1004,1.8669,0.1466,0,1371,28096
0.0994,1.8811,0.1405,1,1338,28246
0.0910,1.8716,0.1466,2,1371,28394
0.0953,1.8776,0.1699,0,627,28572
0.0945,1.8789,0.1697,1,1334,28721
0.0970,1.8838,0.1686,2,1372,28869
0.0944,1.8783,0.1433,1,635,29197
0.0936,1.8772,0.1435,0,1373,29526
0.1045,1.8555,0.1592,1,1329,29673
0.1137,1.8752,0.1514,2,1374,29821
0.1164,1.8790,0.1644,0,628,30002
0.1110,1.9006,0.1557,1,1340,30150
0.1043,1.8847,0.1655,2,1374,30299
0.1042,1.8826,0.1511,0,632,30478
0.0996,1.8971,0.1434,1,1342,30627
0.1027,1.9013,0.1422,2,1380,30776
0.1046,1.9028,0.1501,0,631,30954
0.1150,1.8778,0.1682,1,1332,31101
0.1071,1.8661,0.1731,2,1369,31250
0.1064,1.8631,0.1554,0,632,31430
0.0972,1.8868,0.1419,1,1340,31579
0.0975,1.8855,0.1436,0,1376,31906
0.0994,1.8811,0.1451,1,1338,32055
0.1035,1.8883,0.1420,2,1377,32204
0.1064,1.8955,0.1690,0,626,32384
0.1053,1.9081,0.1634,1,1341,32532
0.1035,1.9024,0.1657,2,1377,32681
0.1002,1.8965,0.1301,0,637,32860
0.1075,1.8840,0.1389,1,1339,33009
0.1056,1.8780,0.1451,2,1375,33158
0.1075,1.8826,0.1611,0,629,33336
0.0996,1.9017,0.1526,1,1342,33483
0.0988,1.8977,0.1562,2,1377,33631
0.1025,1.9027,0.1723,0,625,33812
0.1126,1.8766,0.1850,1,1330,33959
0.1224,1.8977,0.1751,0,1377,34288
0.1213,1.9070,0.1711,1,1339,34437
0.1177,1.8977,0.1751,2,1377,34585
0.1161,1.8956,0.1568,0,629,34764
0.1177,1.8949,0.1589,1,1338,34913
0.1248,1.9180,0.1472,2,1386,35062
0.1282,1.9220,0.1658,0,625,35240
0.1424,1.8915,0.1819,1,1332,35390
0.1346,1.8791,0.1921,2,1372,35539
0.1327,1.8725,0.1544,0,631,35717
0.1301,1.8818,0.1498,1,1335,35866
0.1258,1.8761,0.1530,2,1376,36015
0.1262,1.8768,0.1544,1,631,36341
0.1258,1.8808,0.1530,2,1376,36490
0.1269,1.8826,0.1589,0,629,36670
0.1266,1.8835,0.1605,1,1334,36818
0.1245,1.8827,0.1640,2,1375,36966
0.1251,1.8833,0.1623,0,628,37146
0.1297,1.8749,0.1652,1,1331,37295
0.1358,1.8918,0.1564,2,1380,37442
0.1377,1.8934,0.1568,0,629,37622
0.1329,1.9081,0.1496,1,1341,37772
0.1197,1.8827,0.1640,2,1375,37919
0.1201,1.8819,0.1556,0,630,38098
0.1188,1.8875,0.1512,1,1337,38247
0.1203,1.8938,0.1484,2,1379,38396
0.1233,1.8970,0.1635,0,627,38575
0.1276,1.8852,0.1712,1,1333,38723
0.1179,1.8689,0.1810,2,1370,38873
0.1178,1.8691,0.1799,0,624,39051
0.1150,1.8823,0.1728,1,1332,39199
0.1216,1.9013,0.1611,2,1380,39348
