X,Y,Z,ID,TOF,TIME
1.5728,-10.5315,5.6643,2,2700,315
0.9923,-4.5431,4.0734,0,2086,495
1.2482,-3.3369,3.2317,1,509,644
0.6778,-3.0627,3.0410,2,801,792
0.7772,-4.7152,3.2782,0,2084,971
1.1094,-3.5101,2.8307,1,508,1119
0.6350,-3.2418,2.7340,2,793,1267
0.7118,-4.7448,2.8618,0,2078,1447
1.0566,-3.5817,2.6067,1,514,1595
0.6244,-3.3197,2.5494,2,794,1744
0.4963,-0.8335,2.4183,0,928,1924
0.3220,-0.6516,2.4464,1,519,2071
0.6144,-0.4682,2.4720,2,800,2220
0.6491,-0.8176,2.4979,0,928,2400
0.4491,-0.5697,2.5538,1,517,2548
0.5947,-0.4782,2.5720,2,796,2698
0.6243,-0.8148,2.6069,0,930,2876
0.4343,-0.5854,2.6802,1,524,3025
0.6039,-0.4802,2.7130,2,804,3174
0.6313,-0.7655,2.7588,0,922,3353
0.5112,-0.6122,2.8269,1,517,3500
0.6092,-0.5553,2.8522,2,802,3648
0.6306,-0.8036,2.9008,0,940,3829
0.5234,-0.6719,2.9772,1,518,3977
0.6065,-0.6241,3.0035,2,802,4126
0.6174,-0.7680,3.0386,0,939,4305
0.5509,-0.6849,3.0950,1,526,4453
0.5729,-0.6721,3.1017,2,796,4602
0.8739,-4.4723,4.1668,0,2071,4782
1.1797,-3.3129,3.2915,1,517,4930
0.6556,-3.0585,3.1031,2,800,5079
0.7480,-4.6979,3.3552,0,2081,5258
1.0875,-3.5169,2.8818,1,517,5406
0.6185,-3.2482,2.7769,2,792,5555
0.6900,-4.7379,2.9111,0,2076,5734
1.0441,-3.5793,2.6364,1,516,5882
0.6189,-3.3224,2.5766,2,794,6030
0.6902,-4.7627,2.6549,0,2077,6210
1.0310,-3.6319,2.4914,1,524,6358
0.6024,-3.3642,2.4538,2,793,6506
0.6619,-4.7733,2.4983,0,2078,6687
1.0158,-3.6340,2.3977,1,523,6835
0.6285,-3.3887,2.3763,2,802,6983
0.6993,-4.8075,2.3992,0,2088,7163
1.0428,-3.6400,2.3364,1,521,7310
0.6020,-3.3632,2.3231,2,791,7460
0.6631,-4.8007,2.3347,0,2086,7640
1.0214,-3.6346,2.2988,1,521,7788
0.6341,-3.3905,2.2911,2,803,7938
0.4993,-0.8333,2.2751,0,927,8116
0.2859,-0.6087,2.2798,1,532,8263
0.5870,-0.4078,2.2827,2,800,8412
0.6243,-0.8340,2.2847,0,930,8592
0.3783,-0.5418,2.2942,1,529,8739
0.6014,-0.3937,2.2967,2,806,8888
0.6444,-0.8442,2.3008,0,933,9068
0.3874,-0.5345,2.3159,1,529,9216
6.9747,3.8629,2.4980,2,3042,9364
3.4476,3.0529,2.3679,0,932,9544
2.1909,-0.2351,2.2869,1,529,9694
0.8301,-0.8277,2.2745,0,804,10021
0.5542,-0.4017,2.2834,1,531,10170
0.5761,-0.3867,2.2827,2,801,10319
0.6159,-0.8508,2.2848,0,934,10498
0.3597,-0.5537,2.2943,1,530,10645
0.5900,-0.4013,2.2965,2,802,10795
0.6278,-0.8374,2.3007,0,931,10974
0.4048,-0.5732,2.3126,1,517,11122
0.6090,-0.4435,2.3156,2,800,11270
0.6473,-0.8376,2.3231,0,932,11450
0.4120,-0.5520,2.3417,1,521,11597
0.6238,-0.4129,2.3496,2,809,11745
0.6675,-0.8446,2.3618,0,935,11926
0.4138,-0.5316,2.3949,1,526,12076
6.9851,3.8212,2.8214,2,3042,12224
3.4646,3.0357,2.5201,0,939,12402
2.1859,-0.2707,2.3378,1,519,12552
0.8446,-0.8443,2.3078,2,806,12700
0.8407,-0.8253,2.3073,0,935,12878
0.5743,-0.4078,2.3301,1,527,13027
0.5929,-0.3947,2.3297,2,804,13176
1.0024,-4.7348,2.4409,0,2073,13356
1.2073,-3.6775,2.3667,1,521,13503
0.6646,-3.3482,2.3462,2,804,13652
0.5198,-0.8572,2.3041,0,934,13832
0.3149,-0.6445,2.3146,1,519,13978
0.6433,-0.4361,2.3219,2,810,14127
0.6856,-0.8344,2.3295,0,932,14308
0.4379,-0.5189,2.3530,1,524,14455
0.6040,-0.4094,2.3602,2,805,14604
1.0274,-4.7652,2.5205,0,2084,14784
1.2281,-3.6708,2.4143,1,519,14934
0.6848,-3.3459,2.3829,2,809,15081
0.7688,-4.7662,2.4128,0,2078,15260
1.0804,-3.6291,2.3459,1,515,15408
0.6623,-3.3729,2.3300,2,807,15556
0.7416,-4.7972,2.3418,0,2085,15736
1.0707,-3.6240,2.3017,1,514,15885
0.6682,-3.3765,2.2941,2,809,16033
0.7506,-4.8281,2.2991,0,2094,16214
1.0868,-3.6011,2.2765,1,506,16361
0.6791,-3.3553,2.2719,2,808,16509
0.7639,-4.8109,2.2703,0,2089,16690
1.0884,-3.6161,2.2592,1,510,16837
0.6941,-3.3760,2.2580,2,815,16986
0.5301,-0.8161,2.2560,0,922,17166
0.3406,-0.6092,2.2559,1,521,17314
0.6407,-0.4157,2.2580,2,812,17463
1.1199,-4.7547,2.2560,0,2083,17642
1.2815,-3.6868,2.2523,1,519,17790
0.7050,-3.3446,2.2552,2,813,17939
0.7982,-4.7798,2.2560,0,2082,18118
1.0920,-3.6594,2.2524,1,522,18266
0.6686,-3.3958,2.2552,2,812,18414
0.7508,-4.8315,2.2560,0,2095,18594
1.0813,-3.6275,2.2505,1,514,18743
0.6740,-3.3773,2.2524,2,811,18891
0.5220,-0.8401,2.2560,0,929,19070
0.3303,-0.6370,2.2576,1,517,19218
0.6577,-0.4287,2.2580,2,814,19367
0.7072,-0.8548,2.2560,0,938,19548
0.4502,-0.5252,2.2577,1,519,19696
0.6237,-0.4120,2.2580,2,808,19844
1.0781,-4.7720,2.2560,0,2086,20024
1.2617,-3.6630,2.2523,1,513,20171
0.6752,-3.3172,2.2553,2,802,20320
0.7610,-4.7630,2.2560,0,2075,20500
1.0687,-3.6522,2.2524,1,522,20647
0.6396,-3.3850,2.2553,2,803,20795
0.7136,-4.8075,2.2560,0,2088,20976
1.0500,-3.6435,2.2524,1,521,21124
0.6425,-3.3868,2.2553,2,804,21272
0.7132,-4.8007,2.2560,0,2086,21452
1.0492,-3.6403,2.2524,1,520,21601
0.6571,-3.3959,2.2552,2,809,21749
0.7347,-4.8007,2.2560,0,2086,21928
1.0561,-3.6636,2.2524,1,526,22077
0.6372,-3.3997,2.2552,2,805,22226
0.7053,-4.7870,2.2560,0,2082,22405
1.0448,-3.6352,2.2523,1,519,22553
0.6542,-3.3913,2.2552,2,808,22703
0.7269,-4.7904,2.2560,0,2083,22882
1.0507,-3.6618,2.2524,1,526,23029
0.6517,-3.4088,2.2552,2,810,23178
0.7281,-4.8109,2.2560,0,2089,23358
1.0580,-3.6504,2.2524,1,522,23505
0.6659,-3.4060,2.2552,0,813,23834
0.6301,-3.4660,2.2542,1,522,23982
0.6411,-3.4721,2.2552,2,817,24130
0.7057,-4.7938,2.2560,0,2084,24310
1.0361,-3.6648,2.2524,1,528,24460
0.6288,-3.4061,2.2553,2,804,24607
0.4988,-0.8846,2.2560,0,942,24786
0.2506,-0.6373,2.2580,1,533,24934
0.6240,-0.3906,2.2580,0,812,25263
0.6247,-0.3906,2.2578,1,523,25411
0.6069,-0.4020,2.2580,2,806,25560
1.0420,-4.7758,2.2560,0,2085,25739
1.2341,-3.6966,2.2524,1,524,25886
0.6852,-3.3634,2.2552,2,811,26035
0.7700,-4.7938,2.2560,0,2084,26216
1.0786,-3.6525,2.2524,1,521,26363
0.6657,-3.3940,2.2552,0,811,26692
0.6212,-3.4683,2.2542,1,524,26841
0.6184,-3.4663,2.2552,2,811,26989
0.6774,-4.8007,2.2560,0,2086,27168
1.0246,-3.6513,2.2506,1,525,27316
0.6518,-3.4162,2.2524,2,811,27464
0.7294,-4.8349,2.2560,1,2096,27792
0.1019,-4.0826,2.2580,2,819,27941
0.0751,-4.8455,2.2560,1,2097,28269
-0.2604,-4.2948,2.2580,2,808,28419
0.0458,-0.8850,2.2560,0,944,28597
0.0796,-0.9076,2.2541,1,521,28744
0.7336,-0.5325,2.2552,2,817,28893
1.3147,-4.7468,2.2560,0,2087,29073
1.3991,-3.7215,2.2524,1,525,29222
0.7013,-3.3165,2.2552,2,808,29371
0.7957,-4.8517,2.2560,0,2103,29550
1.0950,-3.6844,2.2506,1,529,29698
0.6631,-3.4115,2.2524,2,813,29846
0.7436,-4.8315,2.2560,0,2095,30026
1.0678,-3.6555,2.2506,1,523,30174
0.6601,-3.4023,2.2524,2,811,30321
0.7358,-4.8212,2.2560,0,2092,30502
1.0615,-3.6588,2.2506,1,524,30650
0.6544,-3.4033,2.2525,2,810,30799
0.7281,-4.8109,2.2560,0,2089,30979
1.0580,-3.6504,2.2524,1,522,31126
0.6659,-3.4060,2.2552,2,813,31275
0.7434,-4.8281,2.2560,0,2094,31455
1.0706,-3.6456,2.2506,1,520,31603
0.6948,-3.4120,2.2524,2,821,31752
0.5326,-0.8572,2.2560,0,934,31931
0.3144,-0.6256,2.2578,1,523,32079
0.6321,-0.4212,2.2580,2,809,32227
0.6757,-0.8342,2.2560,0,931,32407
0.4271,-0.5225,2.2578,1,524,32555
0.6298,-0.3868,2.2580,2,814,32703
0.6772,-0.8478,2.2560,0,935,32884
0.4220,-0.5306,2.2578,1,523,33032
0.6440,-0.3848,2.2580,2,818,33180
0.6983,-0.8616,2.2560,0,940,33360
0.4438,-0.5395,2.2576,1,517,33508
0.6265,-0.4203,2.2580,2,808,33657
0.6686,-0.8274,2.2560,0,929,33837
0.4377,-0.5359,2.2577,1,519,33985
0.6122,-0.4223,2.2580,2,804,34135
1.0553,-4.8300,2.2560,0,2103,34313
