X,Y,Z,ID,TOF,TIME
2.2119,-0.6600,2.7913,2,447,115
1.9893,-0.3073,2.7267,0,921,295
2.3657,1.0672,3.1323,1,942,445
0.8961,-0.0190,2.8137,2,953,594
1.0386,-0.6287,2.9575,0,913,772
0.5047,0.7452,3.7060,1,939,921
0.2235,0.4043,3.5191,2,955,1070
0.1858,-0.2952,3.9739,0,919,1248
-0.0746,0.0182,4.3042,1,952,1396
-0.0714,0.0235,4.3108,2,953,1546
-0.0709,0.0144,4.3180,0,915,1725
-0.0596,0.0014,4.3031,1,947,1872
-0.0553,0.0063,4.3065,2,951,2021
-0.0530,0.0146,4.2973,0,910,2201
-0.0565,0.0185,4.3009,1,949,2349
-0.0534,0.0222,4.3031,2,954,2497
-0.0577,-0.0071,4.3283,0,921,2677
-0.0497,-0.0156,4.3182,1,945,2827
-0.0418,-0.0052,4.3282,2,955,2975
-0.0391,0.0076,4.3157,0,914,3153
-0.0251,-0.0105,4.2964,1,938,3302
-0.0119,0.0061,4.3138,2,959,3451
-0.0101,0.0095,4.3112,0,912,3630
-0.0190,0.0197,4.3248,1,948,3778
-0.0198,0.0188,4.3236,2,962,3927
-0.0237,-0.0059,4.3455,0,923,4106
-0.0091,-0.0225,4.3266,1,940,4254
-0.0176,-0.0308,4.3152,2,952,4404
-0.0147,-0.0164,4.3014,0,916,4582
-0.0254,-0.0014,4.3160,1,944,4730
1.4378,1.6861,6.1245,2,1795,4879
1.1777,1.8400,5.2214,0,911,5059
1.2992,0.6014,4.2427,1,943,5208
2.4851,1.6023,5.0270,2,1790,5356
2.2315,1.6917,4.7006,0,922,5535
2.0453,0.7090,4.0351,1,941,5684
2.9920,1.3801,4.4819,2,1796,5832
2.6527,1.5043,4.1977,0,916,6011
2.4220,0.7908,3.7899,1,947,6159
0.9311,-0.1942,3.2337,2,961,6307
1.0071,-0.5254,3.3600,0,917,6488
0.6118,0.5107,4.1817,1,948,6636
0.2686,0.1486,3.8962,2,961,6786
0.2617,-0.1762,4.1400,0,917,6964
0.1102,0.0323,4.3653,1,940,7111
0.0652,-0.0175,4.3144,2,967,7261
0.0672,-0.0138,4.3117,0,915,7440
0.0331,0.0304,4.3618,1,950,7589
-0.0002,-0.0083,4.3226,2,960,7737
0.0010,-0.0038,4.3171,0,916,7916
-0.0043,0.0030,4.3235,1,943,8066
-0.0121,-0.0045,4.3129,2,957,8214
-0.0139,-0.0224,4.3274,0,922,8393
-0.0173,-0.0164,4.3332,1,943,8541
1.4501,1.6553,6.1491,2,1795,8688
1.1845,1.8190,5.2281,0,915,8869
1.3022,0.5976,4.2545,1,944,9017
0.5371,-0.0458,3.7434,2,956,9166
0.5590,-0.3035,3.9027,0,911,9346
0.2803,0.1550,4.3688,1,943,9494
0.1358,0.0030,4.2154,2,964,9644
0.1334,-0.0551,4.2655,0,914,9822
0.0591,0.0434,4.3715,1,950,9970
0.0023,-0.0203,4.3031,2,954,10120
0.0037,-0.0221,4.3036,0,917,10298
-0.0042,-0.0116,4.3147,1,939,10447
-0.0055,-0.0110,4.3129,2,957,10596
-0.0023,0.0104,4.2928,0,908,10774
-0.0108,0.0192,4.3041,1,943,10921
-0.0189,0.0112,4.2955,2,955,11070
-0.0191,0.0058,4.2996,0,911,11250
-0.0187,0.0033,4.2976,1,940,11399
-0.0224,0.0006,4.2944,2,953,11547
-0.0277,-0.0364,4.3246,0,925,11726
-0.0418,-0.0193,4.3443,1,948,11875
-0.0364,-0.0116,4.3522,2,960,12023
-0.0328,-0.0034,4.3432,0,922,12204
-0.0288,-0.0063,4.3411,1,948,12352
-0.0318,-0.0110,4.3358,2,957,12500
-0.0265,0.0107,4.3188,0,914,12680
-0.0305,0.0153,4.3237,1,949,12828
-0.0299,0.0148,4.3259,2,960,12978
-0.0309,0.0093,4.3319,0,917,13156
-0.0222,-0.0014,4.3193,1,944,13304
-0.0149,0.0069,4.3280,2,961,13453
-0.0147,0.0056,4.3265,0,916,13632
-0.0108,-0.0003,4.3203,1,943,13779
-0.0083,0.0036,4.3247,2,961,13929
-0.0096,-0.0052,4.3301,0,919,14108
-0.0141,0.0014,4.3388,1,947,14257
-0.0357,-0.0230,4.3130,2,951,14405
-0.0368,-0.0338,4.3224,0,924,14584
-0.0433,-0.0253,4.3312,1,945,14733
-0.0455,-0.0263,4.3293,2,951,14881
-0.0395,-0.0013,4.3085,0,915,15060
-0.0417,0.0026,4.3139,1,946,15210
-0.0383,0.0087,4.3194,2,957,15360
-0.0392,-0.0097,4.3369,0,922,15538
-0.0285,-0.0217,4.3246,1,942,15685
1.4510,1.6694,6.1578,2,1799,15835
1.1789,1.8318,5.2117,0,909,16014
1.3000,0.5933,4.2363,1,940,16161
2.5030,1.6060,5.0286,2,1795,16310
2.2244,1.7005,4.6731,0,914,16490
